idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
10,"( 1 / 2 ) 啥 是 两会 ? 农民 代表 答 : 会 养猪 , 会 交配 . 工人 代表 答 : 会 挣钱 , 会 消费 . 民工 代表 答 : 会 讨薪 , 会 下跪 . 保姆 代表 答 : 会 插足 , 会 叠被 . 小姐 代表 答 : 会 上床 , 会 收费 . 艺人 代表 答 : 会 炒作 , 会 陪 睡 . 商人 代表 答 : 会 赚钱 , 会 逃税 . 官员 代表 答 : 会 撒谎 , 会 受贿 . 股民 代",3199,everythingElse,censored,64,6.4,0.0,60.94,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,3.12,0.0,1.56,0.0,1.56,0.0,1.56,0.0,4.69,1.56,0.0,3.12,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,1.56,0.0,3.12,0.0,20.31,0.0,1.56,18.75,0.0,0.0,1.56,0.0,0.0,1.56,17.19,1.56,3.12,3.12,0.0,0.0,1.56,0.0,0.0,1.56,0.0,0.0,43.75,12.5,12.5,12.5,0.0,1.56,0.0,0.0,0.0,0.0,3.12,1.56,0.0231886,0.9768110000000001,0,0.00076975,0.00028813,11,5.8181818181818175,1.939746566060606
11,"( 1 / 2 ) 如果 你 根本 不 认识 一个 人 , 仅仅 依靠 照片 辨认 难度 会 很大 , 日常生活 中 认识 的 人 都 会 看错 , 遑论 其余 . 如果 是 警方 寻查 嫌犯 , 至少 得经 专业培训 认 人 技巧 , 即便如此 依然 可能 认错 人 . 因此 , 如果 不是 嫌犯 正在 进行 严重 暴力犯罪 , 应当 尽可能 避免 当场 射杀 , 因 误杀 率 实在 太高 . 被 击毙 的 是 周克华 吗 ?",858,everythingElse,censored,66,16.5,0.0,68.18,42.42,9.09,1.52,0.0,0.0,1.52,0.0,0.0,0.0,7.58,1.52,7.58,12.12,9.09,3.03,0.0,1.52,0.0,4.55,0.0,3.03,1.52,0.0,6.06,1.52,4.55,1.52,0.0,3.03,1.52,6.06,0.0,6.06,0.0,3.03,0.0,12.12,0.0,0.0,0.0,0.0,21.21,4.55,1.52,10.61,6.06,1.52,3.03,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,1.52,4.55,0.0,3.03,4.55,1.52,1.52,3.03,6.06,0.0,0.0,0.0,0.0,1.52,3.03,0.0,0.0,3.03,0.0,0.0,22.73,4.55,12.12,0.0,0.0,1.52,0.0,0.0,0.0,0.0,3.03,1.52,0.031361,0.9686389999999999,0,0.00167648,0.00139622,11,6.0,2.001024233333333
12,"( 1 / 2 ) 某大 妓院 执事 会 换届 , 唯一 没有 失身 的 淑女 主张 实行 内部 民主 投票 . 老鸨 因为 几个 名妓 争权 伤脑筋 , 破天荒 听取 了 淑女 的 意见 在 妓院 内部 搞 选举 . 投票 结果显示 : 坚决 主张 强迫 淑女 卖身 或 将 其 打死 的 妓女 高票当选 ; 同情 或 理解 淑女 的 良心 妓女 全数 落选 . 那 是 裤裆 性质 决定 的 必然结果 ! |",791,democracy,censored,64,16.0,0.0,56.25,25.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.12,1.56,4.69,4.69,1.56,0.0,0.0,0.0,3.12,0.0,0.0,1.56,1.56,9.38,1.56,9.38,4.69,0.0,3.12,3.12,10.94,6.25,6.25,1.56,0.0,1.56,17.19,0.0,0.0,9.38,0.0,15.62,7.81,1.56,1.56,3.12,3.12,4.69,1.56,0.0,1.56,0.0,3.12,0.0,0.0,3.12,0.0,10.94,1.56,4.69,4.69,0.0,1.56,4.69,0.0,4.69,0.0,1.56,0.0,0.0,0.0,0.0,0.0,7.81,3.12,0.0,3.12,1.56,0.0,18.75,4.69,3.12,1.56,1.56,0.0,1.56,0.0,0.0,0.0,3.12,3.12,0.0178702,0.98213,0,0.00186041,0.0023102,11,5.8181818181818175,1.9407841427272725
13,"( 1 / 2 ) 某 官方 机构 代表 曾 指出 : 中国 实现 全民 免费 医疗 每年 需 花费 1600 亿元 , 目前 中国 不 具备 这个 经济 实力 . 2008 年 奥运会 共 耗费 3000 亿元 , 2010 年 世博会 共 耗费 4000 亿元 , 仅 为了 省 10 分钟 , 沪 杭 磁悬浮 就 耗费 了 350 亿元 , 央视 大楼 花 了 80 亿元 , 仅 北上 广像 央视 这样 的 大楼 就",3016,social,censored,66,33.0,0.0,54.55,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,15.15,4.55,1.52,4.55,0.0,1.52,6.06,1.52,1.52,0.0,3.03,4.55,3.03,4.55,0.0,0.0,22.73,0.0,3.03,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,3.03,0.0,0.0,1.52,0.0,1.52,0.0,0.0,0.0,0.0,1.52,0.0,1.52,0.0,0.0,7.58,0.0,4.55,3.03,1.52,0.0,6.06,0.0,1.52,4.55,6.06,0.0,3.03,4.55,0.0,0.0,6.06,0.0,0.0,3.03,0.0,3.03,16.67,1.52,9.09,1.52,0.0,0.0,0.0,0.0,0.0,0.0,3.03,1.52,0.686284,0.313717,2,0.00108382,0.00089257,9,7.333333333333332,2.4451032411111107
14,"( 1 / 2 ) 纽约时报 : 杀人案 极为 复杂 , 世界 媒体 高度 关注 , 我们 原以为 中国政府 会 认真对待 此案 , 或 至少 作好 一些 面子 工程 , 完成 一些 正当程序 . 不幸 的 是 , 整个 庭审 仓促 , 草率 , 中国 司法制度 的 丑恶 暴露无遗 . 谷案 都 遭受 如此 待遇 , 可以 想象 那些 成千上万 未受 媒体 关注 的 无名之辈 , 在 法律 面前 将会 遭",5588,china,censored,56,18.67,0.0,51.79,30.36,3.57,1.79,0.0,1.79,0.0,0.0,0.0,0.0,1.79,3.57,3.57,5.36,3.57,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,5.36,3.57,0.0,3.57,5.36,10.71,3.57,7.14,0.0,1.79,1.79,1.79,0.0,0.0,0.0,0.0,16.07,3.57,1.79,3.57,7.14,1.79,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,1.79,1.79,1.79,1.79,1.79,10.71,0.0,7.14,3.57,5.36,0.0,0.0,1.79,0.0,0.0,3.57,0.0,0.0,3.57,0.0,0.0,26.79,3.57,16.07,1.79,0.0,0.0,0.0,0.0,0.0,0.0,3.57,1.79,0.12456400000000001,0.8754360000000001,0,0.00188218,0.00172973,10,5.6,1.8678706366666664
15,"( 1 / 2 ) 美苏 比较 : 美国 总统 , 候选人 公开 竞逐 , 由 全民投票 选出 , 总统 有 组阁 权 , 在 任期 内 贯彻 自己 的 施政 理念 , 一言九鼎 , 是 为 集中 . 反观 苏共 常委 制 , 避开 民众 , 经 宫廷 密谋 , 小圈子 圈定 , 完全 反民主 ; 组建 的 常委会 , 名为 “ 集体领导 ” , 实为 寡头政治 , 各自 垄断 机构 , 彼此 隔离 , 互相 防",11689,democracy,censored,55,27.5,0.0,45.45,23.64,3.64,1.82,1.82,0.0,0.0,0.0,0.0,0.0,1.82,9.09,0.0,7.27,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,3.64,1.82,0.0,3.64,0.0,1.82,0.0,1.82,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,1.82,5.45,7.27,0.0,1.82,9.09,1.82,7.27,1.82,7.27,0.0,0.0,1.82,1.82,0.0,1.82,0.0,0.0,1.82,0.0,0.0,41.82,1.82,27.27,1.82,1.82,0.0,0.0,0.0,3.64,0.0,3.64,1.82,0.80057,0.19943,2,0.00125612,0.00109951,11,5.0,1.6674518766666668
16,"( 1 / 2 ) ［ 捐款 ? 我 一毛不拔 ! ］ 身为 北京市民 和 纳税人 , 我 已经 纳税 一个甲子 以上 , 退休金 不够 官家 一餐 便饭 . 听说 又 要 为 大水 捐款 了 , 对不起 , ① 我纳 的 税里 应该 有 这项 开支 , 你们 以前 报 过账 吗 ? ② 灾情 到底 多大 , 死 了 多少 人 , 有个准 没有 ? ③ 光 知道 要钱 , 市政府 救灾 尽职 了 吗 ? ④ ( 粗口 ) 捐 你 个妹",146936,everythingElse,censored,60,8.57,0.0,60.0,40.0,8.33,6.67,3.33,0.0,3.33,0.0,0.0,1.67,1.67,5.0,3.33,8.33,3.33,3.33,0.0,3.33,0.0,8.33,3.33,0.0,0.0,6.67,10.0,8.33,6.67,1.67,1.67,3.33,3.33,3.33,0.0,3.33,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.67,6.67,0.0,3.33,1.67,1.67,1.67,3.33,1.67,1.67,0.0,3.33,1.67,1.67,0.0,0.0,8.33,3.33,0.0,3.33,0.0,1.67,3.33,0.0,0.0,3.33,1.67,0.0,0.0,10.0,0.0,1.67,5.0,0.0,0.0,5.0,0.0,0.0,31.67,1.67,13.33,0.0,0.0,6.67,1.67,0.0,0.0,0.0,6.67,1.67,0.0218494,0.978151,0,0.00180633,0.00130891,12,5.0,1.66770508
17,"( 1 / 2 ) 据 综合 统计 报告 : 截至 23 日 1 时 北京 因 恶劣 天气 致死 48 人 ; ( 30 男 ; 18 女 ) ; 其中 已知 身份 33 人 ( 本市 18 人 ; 外地 15 人 ) , 未知 身份 15 人 . 按 地区 统计 : 房山 27 人 , 朝阳 6 人 , 丰台 5 人 , 石景山 3 人 , 通州 3 人 , 东城 , 密云 , 大兴 , 怀柔 各 1 人 . 京 港澳 高速 16.3 公里 处 积水 点 水位 已 下降 2 米 , 进京 方向 水位 退出 15",9078239,everythingElse,censored,80,26.67,0.0,45.0,26.25,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,2.5,0.0,1.25,1.25,0.0,5.0,1.25,1.25,1.25,1.25,0.0,0.0,1.25,0.0,0.0,0.0,1.25,0.0,25.0,1.25,2.5,0.0,1.25,0.0,1.25,0.0,15.0,0.0,0.0,1.25,0.0,2.5,1.25,0.0,0.0,1.25,0.0,0.0,1.25,0.0,0.0,0.0,2.5,0.0,0.0,1.25,1.25,3.75,0.0,0.0,3.75,0.0,0.0,12.5,3.75,8.75,1.25,2.5,0.0,0.0,0.0,0.0,1.25,1.25,0.0,1.25,0.0,0.0,0.0,31.25,2.5,12.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,7.5,1.25,0.05981990000000001,0.9401799999999999,0,0.00080056,0.00029875,11,7.2727272727272725,2.4246088609090903
18,"( 1 / 2 ) 没有 内奸 , 中国 肿 么 如此 让 人 敢动 ? 据说 , 2011 - 2012 年度 “ 敢动 中国 奖 ” : 第一名 日本 , 第二名 菲律宾 , 第三名 朝鲜 , 第四名 韩国 , 第五名 泰国 , 第六名 帕劳 , 第七名 印尼 , 第八名 缅甸 , 第九名 尼日利亚 , 第十名 索马里 ( 海盗 ) . 获奖 感言 : 这年头 , 不 占 中国 几个 小岛 , 扣 几艘 中国 渔船 , 抓 几个 中国 人 ,",268392,china,censored,55,18.33,0.0,40.0,29.09,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,1.82,1.82,5.45,1.82,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,1.82,5.45,3.64,1.82,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,9.09,0.0,3.64,0.0,1.82,1.82,3.64,1.82,0.0,0.0,1.82,1.82,0.0,1.82,0.0,0.0,3.64,0.0,1.82,0.0,0.0,1.82,3.64,0.0,0.0,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.09,1.82,27.27,3.64,0.0,1.82,0.0,1.82,3.64,0.0,7.27,1.82,0.204727,0.795273,0,0.00101711,0.00041967,9,6.1111111111111125,2.0375159637037044
19,"( 1 / 2 ) ! 朱 厚泽 早就 说 过 没 希望 . 死心 吧 . 等待 , 除了 等待 , 你 即使 才高八斗 , 学富五车 , 量 你 也 干不了 什么 . 不过 , 从 历史 老人 惯常 的 安排 来看 , 他们 很快 会 有 萧墙 之变 的 . 至于 变好 或 变坏 , 大家 各 安天命 吧 . 自然 , 信不信 由 你 . [ 引咎辞职 ] 八九 小时 暴雨 , 数十 人 死亡 , 财产损失",1194,everythingElse,censored,58,7.25,0.0,63.79,48.28,12.07,8.62,0.0,1.72,5.17,0.0,1.72,0.0,3.45,10.34,1.72,6.9,6.9,1.72,0.0,0.0,1.72,5.17,3.45,0.0,1.72,0.0,10.34,3.45,6.9,3.45,1.72,5.17,1.72,5.17,1.72,3.45,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,13.79,0.0,0.0,3.45,3.45,1.72,6.9,1.72,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,1.72,13.79,0.0,3.45,10.34,1.72,0.0,0.0,0.0,1.72,1.72,0.0,0.0,0.0,0.0,0.0,0.0,37.93,10.34,17.24,0.0,0.0,0.0,1.72,0.0,0.0,0.0,3.45,5.17,0.4361890000000001,0.563811,0,0.00149917,0.00138031,11,5.2727272727272725,1.7585355842424242
20,"( 2 / 2 ) 0 米 , 现场 已 打捞 出 38 辆 车辆 , 暂无 死亡 人员 报告 .",9078239,everythingElse,censored,15,15.0,0.0,53.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,6.67,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,26.67,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,6.67,13.33,0.0,13.33,0.0,13.33,0.0,0.0,0.0,6.67,6.67,6.67,0.0,6.67,0.0,0.0,0.0,40.0,6.67,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.226845,0.773155,0,0.00053067,0.00015224,9,1.6666666666666667,0.5557831922222223
21,"( Bo Xi Lai 姐姐 ) : 法庭 上 的 Gu Kai Lai 是 替身 世界 新闻网 2012 - 08 - 12 这个 女人 从 耳朵 的 轮廓 形状 , 头形 , 头发 走形 , 眼皮 的 厚薄 , 到 眼神 , 和 整个 脸形 五官 的 分布 比例 , 到 气质 来看 , 都 不是 谷 开来 . 最 重要 的 是 眼神 . 这个 顶 包儿 缺少 恶气 和 煞气 , 脸上 线条 明显 比 杀人犯 谷 开来 柔和 .",1844,everythingElse,censored,66,22.0,0.0,45.45,24.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,1.52,3.03,3.03,1.52,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,7.58,0.0,7.58,4.55,0.0,4.55,3.03,6.06,3.03,1.52,0.0,0.0,0.0,3.03,1.52,0.0,1.52,0.0,9.09,0.0,0.0,1.52,0.0,1.52,3.03,4.55,1.52,1.52,1.52,6.06,3.03,1.52,1.52,0.0,4.55,0.0,1.52,3.03,0.0,1.52,13.64,4.55,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,1.52,3.03,0.0,0.0,24.24,4.55,12.12,1.52,0.0,0.0,0.0,3.03,0.0,0.0,3.03,0.0,0.348047,0.651953,0,0.00195947,0.00245766,10,6.6,2.2014723766666666
22,"* 华生 : 作为 夫人 , 而 不是 厨娘 , 她 应该 不太 接触 或 想到 “ 酱油 壶 ” 这样 的 东西 , 对 么 , 歇 洛克 ? * 福尔摩斯 : 是 的 华生 , 而且 她 是 个 病人 , 更 不 大会 去 做 家务 , 但是 注射器 应该 经常 用到 . 要 达到 所 描述 的 目的 , 注射器 恐怕 更 合适 , 还有 香水瓶 , 这 两样 都 手边 易得 且 更好 携带 , 那个 “ 壶 ” 实在 太 古怪 了 . - - 馨悦 谭 编译",8910,everythingElse,censored,70,17.5,0.0,65.71,44.29,7.14,2.86,0.0,0.0,0.0,2.86,0.0,0.0,4.29,1.43,5.71,11.43,8.57,2.86,4.29,0.0,0.0,2.86,0.0,1.43,0.0,1.43,8.57,1.43,8.57,7.14,0.0,1.43,2.86,4.29,0.0,2.86,0.0,0.0,0.0,7.14,0.0,1.43,4.29,0.0,20.0,2.86,2.86,7.14,4.29,0.0,7.14,2.86,1.43,0.0,1.43,1.43,0.0,1.43,0.0,0.0,4.29,0.0,2.86,1.43,2.86,0.0,7.14,5.71,0.0,1.43,5.71,0.0,1.43,0.0,0.0,0.0,5.71,0.0,0.0,5.71,0.0,1.43,34.29,2.86,15.71,2.86,0.0,1.43,0.0,2.86,5.71,0.0,0.0,2.86,0.0580361,0.9419639999999999,0,0.00198991,0.00213487,11,6.363636363636362,2.1225870478787874
23,"* 华生 : 因为 夫人 有 精神病 , 所以 她 产生 受虐 幻觉 决定 杀人 ; 但 她 又 有 控制能力 , 所以 制定 出 完整 的 计划 并 成功 实施 ; 因为 精神病 发作 , 她 又 将 杀人 过程 告诉 了 丈夫 的 下属 ; 但 她 还有 控制能力 , 所以 认罪 伏法 ... 歇 洛克 , 这是 整个 案件 的 逻辑 么 ? * 福尔摩斯 : 坦率 的 说 , 医生 , 这 应该 是 你 的 研究 领域 ... - - 馨悦 谭 编译",8917,everythingElse,censored,69,17.25,0.0,78.26,43.48,8.7,7.25,0.0,0.0,1.45,5.8,0.0,0.0,1.45,5.8,1.45,2.9,15.94,0.0,0.0,0.0,0.0,4.35,0.0,0.0,2.9,1.45,8.7,1.45,8.7,0.0,0.0,0.0,2.9,5.8,4.35,1.45,0.0,0.0,0.0,13.04,1.45,0.0,7.25,1.45,18.84,5.8,10.14,1.45,1.45,2.9,0.0,4.35,0.0,2.9,0.0,7.25,0.0,7.25,0.0,0.0,10.14,1.45,4.35,5.8,1.45,0.0,5.8,0.0,4.35,1.45,8.7,0.0,0.0,0.0,0.0,2.9,7.25,0.0,0.0,2.9,0.0,4.35,33.33,8.7,10.14,2.9,4.35,1.45,0.0,2.9,0.0,0.0,0.0,2.9,0.58681,0.41318999999999995,2,0.00204439,0.00231314,11,6.2727272727272725,2.092361600909091
24,"* 华生 : 官方 似乎 有意 隐瞒 主编 跳楼 的 地点 , 歇 洛克 , 他们 让 人 误以为 是 在 帝都 , 而 实际上 是 在 一个 叫做 杭州 的 城市 . * 福尔摩斯 : 也许 是 怕人 联想 过多 , 亲爱 的 华生 , 你 知道 杭州 正是 首相 家族 的 资本 基地 之一 , 巨大 的 资产 都 由 首相 的 妻弟 打理 . 本来 可以 不 联想 , 但是 这样 故意 掩盖 , 倒 使 人 不得不 怀疑 . - - 馨悦 谭 编译",9183,everythingElse,censored,71,17.75,0.0,56.34,35.21,5.63,2.82,0.0,0.0,1.41,0.0,1.41,0.0,2.82,5.63,4.23,11.27,2.82,2.82,0.0,0.0,0.0,1.41,1.41,0.0,0.0,0.0,8.45,0.0,8.45,1.41,0.0,0.0,0.0,5.63,2.82,2.82,1.41,0.0,0.0,11.27,2.82,1.41,0.0,0.0,16.9,5.63,2.82,2.82,5.63,0.0,4.23,1.41,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,1.41,0.0,2.82,0.0,2.82,9.86,1.41,7.04,1.41,0.0,1.41,1.41,0.0,0.0,0.0,7.04,0.0,1.41,5.63,0.0,0.0,23.94,4.23,11.27,2.82,0.0,0.0,0.0,2.82,0.0,0.0,0.0,2.82,0.164382,0.8356180000000001,0,0.00267825,0.00300634,11,6.454545454545454,2.1534100148484847
25,"* 华生 : 歇 洛克 , 官方 透露 那位 不幸 的 主编 是 在 年初 突然 病情 加重 的 , 而 那时 正是 英国 绅士 命案 被 捅破 之 时 . * 福尔摩斯 : 是 的 , 这位 主编 在 六月 后 入院 , 并且 医院 不许 陪护 和 看望 要 封闭 治疗 , 而 主编 不 接受 治疗 而 坚决 要求 出院 . 华生 , 他们 对待 抑郁症 患者 未免太 严厉 , 这 难道 是 “ 自杀 ” 的 原因 ? - - 馨悦 谭 编译",9164,everythingElse,censored,69,17.25,0.0,68.12,37.68,5.8,4.35,0.0,0.0,0.0,2.9,1.45,0.0,1.45,5.8,1.45,4.35,8.7,4.35,0.0,2.9,1.45,2.9,0.0,0.0,1.45,0.0,8.7,0.0,8.7,1.45,1.45,0.0,0.0,8.7,4.35,4.35,0.0,1.45,1.45,13.04,0.0,0.0,1.45,1.45,14.49,4.35,2.9,1.45,0.0,0.0,5.8,1.45,1.45,0.0,0.0,5.8,0.0,5.8,0.0,0.0,7.25,0.0,2.9,4.35,0.0,1.45,11.59,0.0,7.25,5.8,1.45,0.0,0.0,0.0,0.0,1.45,4.35,0.0,0.0,4.35,0.0,0.0,26.09,2.9,10.14,2.9,0.0,1.45,0.0,2.9,2.9,0.0,0.0,2.9,0.0495932,0.950407,0,0.00194342,0.00211783,11,6.2727272727272725,2.092262840909091
26,"+ 1 怎么 没人 扔 鸡蛋 啊 , 撒点 绿豆 也 可以 嘛 . 又 不算 攻击 . .",6767,everythingElse,censored,14,7.0,0.0,71.43,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,14.29,21.43,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,14.29,7.14,7.14,7.14,7.14,0.0,14.29,7.14,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,7.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,7.14,0.0,35.71,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.143566,0.856434,0,0.00097682,0.0004792,7,2.0,0.6671520066666666
27,+ 1 遥祝 ~ ~,65369,everythingElse,censored,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.705854,0.294146,2,1.15e-05,2.1e-06,1,2.0,0.6666711999999999
28,"+ 1 反之 , 删帖 无耻 致敬 , 我 的 同胞 .",4574,everythingElse,censored,8,8.0,0.0,75.0,25.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,50.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.177366,0.822634,0,0.00209093,0.00308343,7,1.1428571428571428,0.3826771676190476
29,". 地震 , 震 了 就 震 了 , 学校 , 倒 了 就 倒 了 , 学生 , 埋 了 就 埋 了 , 动车 , 撞 了 就 撞 了 , 大楼 , 着 了 就 着 了 , 城市 , 淹 了 就 淹 了 , 领导 的话 总是 暖 心窝 , 死 了 的 人 总是 三十多 . 小贩 , 打 了 就 打 了 , 摊儿 , 掀 了 就 掀 了 , 你家 , 拆 了 就 拆 了 , 你 人 , 拘 了 就 拘 了 , 你 号 , 封 了 就 封 了 , 喝茶 , 八嘎 八嘎 滴 , 躲猫猫 , 死 啦 死 啦 滴 !",12772,everythingElse,censored,89,29.67,0.0,75.28,58.43,4.49,2.25,0.0,0.0,2.25,0.0,0.0,0.0,2.25,0.0,0.0,16.85,13.48,0.0,3.37,0.0,0.0,28.09,0.0,2.25,0.0,25.84,31.46,28.09,29.21,0.0,0.0,1.12,0.0,6.74,1.12,5.62,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,29.21,25.84,1.12,0.0,0.0,2.25,0.0,1.12,0.0,0.0,1.12,3.37,3.37,0.0,0.0,0.0,4.49,0.0,1.12,4.49,0.0,0.0,8.99,5.62,1.12,2.25,3.37,0.0,1.12,0.0,0.0,3.37,42.7,0.0,4.49,25.84,0.0,12.36,32.58,2.25,29.21,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.383529,0.616471,0,0.00192364,0.00230853,11,8.090909090909092,2.6983804203030304
30,0724 新闻 台风 韦森特 今晨 登陆 广东 ; 伦敦 奥运 开幕式 花 2700 万镑 不及 北京奥运 1 / 300 ; 朝鲜 高学历 人才 赴 中国 就业 月薪 60% 上缴 组织 ; 教育部 拟 规定 农村 已 撤并 学校 有 必要 可 恢复 ; 党报 : 坚持 稳定 房价 是 政治 问题 不得 半点 动摇 ; 厦大 开设 爬树 课 ; 浙江 一 医院院长 同时 与 7 女性 交 包括 两名 13 岁 少女 .,1768,china,censored,65,65.0,0.0,36.92,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,4.62,3.08,3.08,1.54,1.54,0.0,0.0,3.08,1.54,1.54,0.0,1.54,0.0,0.0,0.0,1.54,0.0,12.31,1.54,3.08,0.0,3.08,1.54,0.0,0.0,6.15,0.0,0.0,3.08,0.0,7.69,1.54,0.0,4.62,1.54,3.08,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,9.23,0.0,3.08,4.62,0.0,1.54,6.15,1.54,3.08,1.54,7.69,0.0,0.0,1.54,0.0,0.0,3.08,0.0,0.0,3.08,0.0,0.0,15.38,1.54,0.0,1.54,9.23,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.128709,0.871291,0,0.00087837,0.0003951,10,6.5,2.167091156666667
